HEP Code,Institution,Year,State,Cohort,Category,SubCategory,Amount
3006,Australian Catholic University,2024,OTHER,non-aligned,1,Commonwealth National Health and Medical Research Council,974404.0
3006,Australian Catholic University,2024,OTHER,non-aligned,1,Commonwealth Australian Research Council,3445763.0
3006,Australian Catholic University,2024,OTHER,non-aligned,1,Medical Research Future Fund,70993.0
3006,Australian Catholic University,2024,OTHER,non-aligned,1,Commonwealth Rural R&D,0.0
3006,Australian Catholic University,2024,OTHER,non-aligned,1,Commonwealth other,2433447.0
3006,Australian Catholic University,2024,OTHER,non-aligned,1,State/Territory Government,113432.0
3006,Australian Catholic University,2024,OTHER,non-aligned,1,Other Australian Competitive Grants,104113.0
3006,Australian Catholic University,2024,OTHER,non-aligned,2,Commonwealth (own purpose),231183.0
3006,Australian Catholic University,2024,OTHER,non-aligned,2,Commonwealth (other),12061.0
3006,Australian Catholic University,2024,OTHER,non-aligned,2,State/Territory/Local (own purpose),916372.0
3006,Australian Catholic University,2024,OTHER,non-aligned,2,State/Territory/Local (other),166354.0
3006,Australian Catholic University,2024,OTHER,non-aligned,3,Australian for-profit organisations,138142.0
3006,Australian Catholic University,2024,OTHER,non-aligned,3,Australian not-for profit organisations,2991392.0
3006,Australian Catholic University,2024,OTHER,non-aligned,3,Australian philanthropy,780788.0
3006,Australian Catholic University,2024,OTHER,non-aligned,3,International for-profit organisations,436675.0
3006,Australian Catholic University,2024,OTHER,non-aligned,3,International not-for profit organisations,264308.0
3006,Australian Catholic University,2024,OTHER,non-aligned,3,International philanthropy,211173.0
3006,Australian Catholic University,2024,OTHER,non-aligned,3,International government (own purpose),0.0
3006,Australian Catholic University,2024,OTHER,non-aligned,3,International government (other),172410.0
3006,Australian Catholic University,2024,OTHER,non-aligned,4,CRC Australian Government Funding,0.0
3006,Australian Catholic University,2024,OTHER,non-aligned,4,CRC private industry income,0.0
3006,Australian Catholic University,2024,OTHER,non-aligned,4,CRC other income,0.0
2252,Avondale University,2024,NSW,non-aligned,1,Commonwealth National Health and Medical Research Council,261988.0
2252,Avondale University,2024,NSW,non-aligned,1,Commonwealth Australian Research Council,0.0
2252,Avondale University,2024,NSW,non-aligned,1,Medical Research Future Fund,425168.0
2252,Avondale University,2024,NSW,non-aligned,1,Commonwealth Rural R&D,0.0
2252,Avondale University,2024,NSW,non-aligned,1,Commonwealth other,0.0
2252,Avondale University,2024,NSW,non-aligned,1,State/Territory Government,0.0
2252,Avondale University,2024,NSW,non-aligned,1,Other Australian Competitive Grants,0.0
2252,Avondale University,2024,NSW,non-aligned,2,Commonwealth (own purpose),0.0
2252,Avondale University,2024,NSW,non-aligned,2,Commonwealth (other),28543.0
2252,Avondale University,2024,NSW,non-aligned,2,State/Territory/Local (own purpose),0.0
2252,Avondale University,2024,NSW,non-aligned,2,State/Territory/Local (other),0.0
2252,Avondale University,2024,NSW,non-aligned,3,Australian for-profit organisations,38767.0
2252,Avondale University,2024,NSW,non-aligned,3,Australian not-for profit organisations,298741.0
2252,Avondale University,2024,NSW,non-aligned,3,Australian philanthropy,0.0
2252,Avondale University,2024,NSW,non-aligned,3,International for-profit organisations,0.0
2252,Avondale University,2024,NSW,non-aligned,3,International not-for profit organisations,26822.0
2252,Avondale University,2024,NSW,non-aligned,3,International philanthropy,0.0
2252,Avondale University,2024,NSW,non-aligned,3,International government (own purpose),0.0
2252,Avondale University,2024,NSW,non-aligned,3,International government (other),0.0
2252,Avondale University,2024,NSW,non-aligned,4,CRC Australian Government Funding,0.0
2252,Avondale University,2024,NSW,non-aligned,4,CRC private industry income,0.0
2252,Avondale University,2024,NSW,non-aligned,4,CRC other income,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,1,Commonwealth National Health and Medical Research Council,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,1,Commonwealth Australian Research Council,77061.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,1,Medical Research Future Fund,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,1,Commonwealth Rural R&D,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,1,Commonwealth other,218320.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,1,State/Territory Government,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,1,Other Australian Competitive Grants,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,2,Commonwealth (own purpose),0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,2,Commonwealth (other),2615339.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,2,State/Territory/Local (own purpose),20000.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,2,State/Territory/Local (other),20000.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,3,Australian for-profit organisations,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,3,Australian not-for profit organisations,39600.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,3,Australian philanthropy,126000.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,3,International for-profit organisations,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,3,International not-for profit organisations,1130559.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,3,International philanthropy,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,3,International government (own purpose),0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,3,International government (other),23740.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,4,CRC Australian Government Funding,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,4,CRC private industry income,0.0
2246,Batchelor Institute of Indigenous Tertiary Education,2024,NT,non-aligned,4,CRC other income,0.0
3003,Bond University ,2024,QLD,non-aligned,1,Commonwealth National Health and Medical Research Council,4715046.0
3003,Bond University ,2024,QLD,non-aligned,1,Commonwealth Australian Research Council,161273.0
3003,Bond University ,2024,QLD,non-aligned,1,Medical Research Future Fund,1878559.0
3003,Bond University ,2024,QLD,non-aligned,1,Commonwealth Rural R&D,57746.0
3003,Bond University ,2024,QLD,non-aligned,1,Commonwealth other,0.0
3003,Bond University ,2024,QLD,non-aligned,1,State/Territory Government,0.0
3003,Bond University ,2024,QLD,non-aligned,1,Other Australian Competitive Grants,0.0
3003,Bond University ,2024,QLD,non-aligned,2,Commonwealth (own purpose),323677.0
3003,Bond University ,2024,QLD,non-aligned,2,Commonwealth (other),0.0
3003,Bond University ,2024,QLD,non-aligned,2,State/Territory/Local (own purpose),151125.0
3003,Bond University ,2024,QLD,non-aligned,2,State/Territory/Local (other),0.0
3003,Bond University ,2024,QLD,non-aligned,3,Australian for-profit organisations,103477.0
3003,Bond University ,2024,QLD,non-aligned,3,Australian not-for profit organisations,184884.0
3003,Bond University ,2024,QLD,non-aligned,3,Australian philanthropy,326499.0
3003,Bond University ,2024,QLD,non-aligned,3,International for-profit organisations,0.0
3003,Bond University ,2024,QLD,non-aligned,3,International not-for profit organisations,5728.0
3003,Bond University ,2024,QLD,non-aligned,3,International philanthropy,38646.0
3003,Bond University ,2024,QLD,non-aligned,3,International government (own purpose),112600.0
3003,Bond University ,2024,QLD,non-aligned,3,International government (other),0.0
3003,Bond University ,2024,QLD,non-aligned,4,CRC Australian Government Funding,0.0
3003,Bond University ,2024,QLD,non-aligned,4,CRC private industry income,0.0
3003,Bond University ,2024,QLD,non-aligned,4,CRC other income,0.0
2200,Central Queensland University,2024,QLD,RUN,1,Commonwealth National Health and Medical Research Council,2372872.0
2200,Central Queensland University,2024,QLD,RUN,1,Commonwealth Australian Research Council,570070.0
2200,Central Queensland University,2024,QLD,RUN,1,Medical Research Future Fund,1529443.0
2200,Central Queensland University,2024,QLD,RUN,1,Commonwealth Rural R&D,1350570.0
2200,Central Queensland University,2024,QLD,RUN,1,Commonwealth other,1267909.0
2200,Central Queensland University,2024,QLD,RUN,1,State/Territory Government,329233.0
2200,Central Queensland University,2024,QLD,RUN,1,Other Australian Competitive Grants,208672.0
2200,Central Queensland University,2024,QLD,RUN,2,Commonwealth (own purpose),342095.0
2200,Central Queensland University,2024,QLD,RUN,2,Commonwealth (other),129658.0
2200,Central Queensland University,2024,QLD,RUN,2,State/Territory/Local (own purpose),7921315.0
2200,Central Queensland University,2024,QLD,RUN,2,State/Territory/Local (other),1328283.0
2200,Central Queensland University,2024,QLD,RUN,3,Australian for-profit organisations,2613479.0
2200,Central Queensland University,2024,QLD,RUN,3,Australian not-for profit organisations,1678604.0
2200,Central Queensland University,2024,QLD,RUN,3,Australian philanthropy,132810.0
2200,Central Queensland University,2024,QLD,RUN,3,International for-profit organisations,613685.0
2200,Central Queensland University,2024,QLD,RUN,3,International not-for profit organisations,203783.0
2200,Central Queensland University,2024,QLD,RUN,3,International philanthropy,0.0
2200,Central Queensland University,2024,QLD,RUN,3,International government (own purpose),199369.0
2200,Central Queensland University,2024,QLD,RUN,3,International government (other),0.0
2200,Central Queensland University,2024,QLD,RUN,4,CRC Australian Government Funding,1045209.0
2200,Central Queensland University,2024,QLD,RUN,4,CRC private industry income,303042.0
2200,Central Queensland University,2024,QLD,RUN,4,CRC other income,326797.0
3001,Charles Darwin University,2024,NT,non-aligned,1,Commonwealth National Health and Medical Research Council,12084975.0
3001,Charles Darwin University,2024,NT,non-aligned,1,Commonwealth Australian Research Council,3153116.0
3001,Charles Darwin University,2024,NT,non-aligned,1,Medical Research Future Fund,10315552.0
3001,Charles Darwin University,2024,NT,non-aligned,1,Commonwealth Rural R&D,36370.0
3001,Charles Darwin University,2024,NT,non-aligned,1,Commonwealth other,14384158.0
3001,Charles Darwin University,2024,NT,non-aligned,1,State/Territory Government,0.0
3001,Charles Darwin University,2024,NT,non-aligned,1,Other Australian Competitive Grants,2031216.0
3001,Charles Darwin University,2024,NT,non-aligned,2,Commonwealth (own purpose),3544118.0
3001,Charles Darwin University,2024,NT,non-aligned,2,Commonwealth (other),501213.0
3001,Charles Darwin University,2024,NT,non-aligned,2,State/Territory/Local (own purpose),3066104.0
3001,Charles Darwin University,2024,NT,non-aligned,2,State/Territory/Local (other),4952346.0
3001,Charles Darwin University,2024,NT,non-aligned,3,Australian for-profit organisations,1661663.0
3001,Charles Darwin University,2024,NT,non-aligned,3,Australian not-for profit organisations,2328811.0
3001,Charles Darwin University,2024,NT,non-aligned,3,Australian philanthropy,229754.0
3001,Charles Darwin University,2024,NT,non-aligned,3,International for-profit organisations,225389.0
3001,Charles Darwin University,2024,NT,non-aligned,3,International not-for profit organisations,5770837.0
3001,Charles Darwin University,2024,NT,non-aligned,3,International philanthropy,1130244.0
3001,Charles Darwin University,2024,NT,non-aligned,3,International government (own purpose),46285.0
3001,Charles Darwin University,2024,NT,non-aligned,3,International government (other),0.0
3001,Charles Darwin University,2024,NT,non-aligned,4,CRC Australian Government Funding,749052.0
3001,Charles Darwin University,2024,NT,non-aligned,4,CRC private industry income,160524.0
3001,Charles Darwin University,2024,NT,non-aligned,4,CRC other income,465599.0
3005,Charles Sturt University,2024,NSW,RUN,1,Commonwealth National Health and Medical Research Council,289771.0
3005,Charles Sturt University,2024,NSW,RUN,1,Commonwealth Australian Research Council,499492.0
3005,Charles Sturt University,2024,NSW,RUN,1,Medical Research Future Fund,868216.0
3005,Charles Sturt University,2024,NSW,RUN,1,Commonwealth Rural R&D,2150453.0
3005,Charles Sturt University,2024,NSW,RUN,1,Commonwealth other,5165118.0
3005,Charles Sturt University,2024,NSW,RUN,1,State/Territory Government,99498.0
3005,Charles Sturt University,2024,NSW,RUN,1,Other Australian Competitive Grants,102761.0
3005,Charles Sturt University,2024,NSW,RUN,2,Commonwealth (own purpose),6187265.0
3005,Charles Sturt University,2024,NSW,RUN,2,Commonwealth (other),3446985.0
3005,Charles Sturt University,2024,NSW,RUN,2,State/Territory/Local (own purpose),1036509.0
3005,Charles Sturt University,2024,NSW,RUN,2,State/Territory/Local (other),302453.0
3005,Charles Sturt University,2024,NSW,RUN,3,Australian for-profit organisations,985712.0
3005,Charles Sturt University,2024,NSW,RUN,3,Australian not-for profit organisations,302444.0
3005,Charles Sturt University,2024,NSW,RUN,3,Australian philanthropy,300000.0
3005,Charles Sturt University,2024,NSW,RUN,3,International for-profit organisations,362058.0
3005,Charles Sturt University,2024,NSW,RUN,3,International not-for profit organisations,848896.0
3005,Charles Sturt University,2024,NSW,RUN,3,International philanthropy,0.0
3005,Charles Sturt University,2024,NSW,RUN,3,International government (own purpose),340442.0
3005,Charles Sturt University,2024,NSW,RUN,3,International government (other),0.0
3005,Charles Sturt University,2024,NSW,RUN,4,CRC Australian Government Funding,1479127.0
3005,Charles Sturt University,2024,NSW,RUN,4,CRC private industry income,645380.0
3005,Charles Sturt University,2024,NSW,RUN,4,CRC other income,354220.0
2236,Curtin University,2024,WA,ATN,1,Commonwealth National Health and Medical Research Council,6042385.0
2236,Curtin University,2024,WA,ATN,1,Commonwealth Australian Research Council,12950219.0
2236,Curtin University,2024,WA,ATN,1,Medical Research Future Fund,4556576.0
2236,Curtin University,2024,WA,ATN,1,Commonwealth Rural R&D,8798611.0
2236,Curtin University,2024,WA,ATN,1,Commonwealth other,9720548.0
2236,Curtin University,2024,WA,ATN,1,State/Territory Government,253420.0
2236,Curtin University,2024,WA,ATN,1,Other Australian Competitive Grants,20050.0
2236,Curtin University,2024,WA,ATN,2,Commonwealth (own purpose),22177209.0
2236,Curtin University,2024,WA,ATN,2,Commonwealth (other),0.0
2236,Curtin University,2024,WA,ATN,2,State/Territory/Local (own purpose),29972568.0
2236,Curtin University,2024,WA,ATN,2,State/Territory/Local (other),0.0
2236,Curtin University,2024,WA,ATN,3,Australian for-profit organisations,21356908.0
2236,Curtin University,2024,WA,ATN,3,Australian not-for profit organisations,12865758.0
2236,Curtin University,2024,WA,ATN,3,Australian philanthropy,554000.0
2236,Curtin University,2024,WA,ATN,3,International for-profit organisations,2984824.0
2236,Curtin University,2024,WA,ATN,3,International not-for profit organisations,5013856.0
2236,Curtin University,2024,WA,ATN,3,International philanthropy,35000.0
2236,Curtin University,2024,WA,ATN,3,International government (own purpose),4985648.0
2236,Curtin University,2024,WA,ATN,3,International government (other),0.0
2236,Curtin University,2024,WA,ATN,4,CRC Australian Government Funding,5515131.0
2236,Curtin University,2024,WA,ATN,4,CRC private industry income,5159343.0
2236,Curtin University,2024,WA,ATN,4,CRC other income,1270273.0
3030,Deakin University,2024,VIC,ATN,1,Commonwealth National Health and Medical Research Council,12874926.0
3030,Deakin University,2024,VIC,ATN,1,Commonwealth Australian Research Council,15052054.0
3030,Deakin University,2024,VIC,ATN,1,Medical Research Future Fund,12577209.0
3030,Deakin University,2024,VIC,ATN,1,Commonwealth Rural R&D,1267487.0
3030,Deakin University,2024,VIC,ATN,1,Commonwealth other,3462234.0
3030,Deakin University,2024,VIC,ATN,1,State/Territory Government,110767.0
3030,Deakin University,2024,VIC,ATN,1,Other Australian Competitive Grants,1107892.0
3030,Deakin University,2024,VIC,ATN,2,Commonwealth (own purpose),15625029.0
3030,Deakin University,2024,VIC,ATN,2,Commonwealth (other),12294907.0
3030,Deakin University,2024,VIC,ATN,2,State/Territory/Local (own purpose),15472733.0
3030,Deakin University,2024,VIC,ATN,2,State/Territory/Local (other),3868149.0
3030,Deakin University,2024,VIC,ATN,3,Australian for-profit organisations,37007748.0
3030,Deakin University,2024,VIC,ATN,3,Australian not-for profit organisations,14619051.0
3030,Deakin University,2024,VIC,ATN,3,Australian philanthropy,709234.0
3030,Deakin University,2024,VIC,ATN,3,International for-profit organisations,3269172.0
3030,Deakin University,2024,VIC,ATN,3,International not-for profit organisations,4623205.0
3030,Deakin University,2024,VIC,ATN,3,International philanthropy,963757.0
3030,Deakin University,2024,VIC,ATN,3,International government (own purpose),2169660.0
3030,Deakin University,2024,VIC,ATN,3,International government (other),2406711.0
3030,Deakin University,2024,VIC,ATN,4,CRC Australian Government Funding,1704865.0
3030,Deakin University,2024,VIC,ATN,4,CRC private industry income,1821896.0
3030,Deakin University,2024,VIC,ATN,4,CRC other income,1137112.0
2235,Edith Cowan University,2024,WA,non-aligned,1,Commonwealth National Health and Medical Research Council,2794662.0
2235,Edith Cowan University,2024,WA,non-aligned,1,Commonwealth Australian Research Council,2532537.0
2235,Edith Cowan University,2024,WA,non-aligned,1,Medical Research Future Fund,2056459.0
2235,Edith Cowan University,2024,WA,non-aligned,1,Commonwealth Rural R&D,0.0
2235,Edith Cowan University,2024,WA,non-aligned,1,Commonwealth other,513903.0
2235,Edith Cowan University,2024,WA,non-aligned,1,State/Territory Government,0.0
2235,Edith Cowan University,2024,WA,non-aligned,1,Other Australian Competitive Grants,591806.0
2235,Edith Cowan University,2024,WA,non-aligned,2,Commonwealth (own purpose),2883777.0
2235,Edith Cowan University,2024,WA,non-aligned,2,Commonwealth (other),40801.0
2235,Edith Cowan University,2024,WA,non-aligned,2,State/Territory/Local (own purpose),7840488.0
2235,Edith Cowan University,2024,WA,non-aligned,2,State/Territory/Local (other),1904782.0
2235,Edith Cowan University,2024,WA,non-aligned,3,Australian for-profit organisations,1356874.0
2235,Edith Cowan University,2024,WA,non-aligned,3,Australian not-for profit organisations,3807749.0
2235,Edith Cowan University,2024,WA,non-aligned,3,Australian philanthropy,1802953.0
2235,Edith Cowan University,2024,WA,non-aligned,3,International for-profit organisations,946305.0
2235,Edith Cowan University,2024,WA,non-aligned,3,International not-for profit organisations,693285.0
2235,Edith Cowan University,2024,WA,non-aligned,3,International philanthropy,0.0
2235,Edith Cowan University,2024,WA,non-aligned,3,International government (own purpose),0.0
2235,Edith Cowan University,2024,WA,non-aligned,3,International government (other),131761.0
2235,Edith Cowan University,2024,WA,non-aligned,4,CRC Australian Government Funding,941690.0
2235,Edith Cowan University,2024,WA,non-aligned,4,CRC private industry income,232270.0
2235,Edith Cowan University,2024,WA,non-aligned,4,CRC other income,431987.0
2154,Federation University Australia,2024,VIC,RUN,1,Commonwealth National Health and Medical Research Council,80000.0
2154,Federation University Australia,2024,VIC,RUN,1,Commonwealth Australian Research Council,955197.0
2154,Federation University Australia,2024,VIC,RUN,1,Medical Research Future Fund,152597.0
2154,Federation University Australia,2024,VIC,RUN,1,Commonwealth Rural R&D,94773.0
2154,Federation University Australia,2024,VIC,RUN,1,Commonwealth other,928146.0
2154,Federation University Australia,2024,VIC,RUN,1,State/Territory Government,204704.0
2154,Federation University Australia,2024,VIC,RUN,1,Other Australian Competitive Grants,39779.0
2154,Federation University Australia,2024,VIC,RUN,2,Commonwealth (own purpose),1360653.0
2154,Federation University Australia,2024,VIC,RUN,2,Commonwealth (other),0.0
2154,Federation University Australia,2024,VIC,RUN,2,State/Territory/Local (own purpose),2004447.0
2154,Federation University Australia,2024,VIC,RUN,2,State/Territory/Local (other),58000.0
2154,Federation University Australia,2024,VIC,RUN,3,Australian for-profit organisations,1815189.0
2154,Federation University Australia,2024,VIC,RUN,3,Australian not-for profit organisations,900025.0
2154,Federation University Australia,2024,VIC,RUN,3,Australian philanthropy,0.0
2154,Federation University Australia,2024,VIC,RUN,3,International for-profit organisations,355551.0
2154,Federation University Australia,2024,VIC,RUN,3,International not-for profit organisations,216062.0
2154,Federation University Australia,2024,VIC,RUN,3,International philanthropy,0.0
2154,Federation University Australia,2024,VIC,RUN,3,International government (own purpose),36719.0
2154,Federation University Australia,2024,VIC,RUN,3,International government (other),0.0
2154,Federation University Australia,2024,VIC,RUN,4,CRC Australian Government Funding,662033.0
2154,Federation University Australia,2024,VIC,RUN,4,CRC private industry income,319151.0
2154,Federation University Australia,2024,VIC,RUN,4,CRC other income,182086.0
3029,Flinders University,2024,SA,IRU,1,Commonwealth National Health and Medical Research Council,15765920.0
3029,Flinders University,2024,SA,IRU,1,Commonwealth Australian Research Council,15496938.0
3029,Flinders University,2024,SA,IRU,1,Medical Research Future Fund,23824531.0
3029,Flinders University,2024,SA,IRU,1,Commonwealth Rural R&D,1896576.0
3029,Flinders University,2024,SA,IRU,1,Commonwealth other,12985030.0
3029,Flinders University,2024,SA,IRU,1,State/Territory Government,0.0
3029,Flinders University,2024,SA,IRU,1,Other Australian Competitive Grants,1535682.0
3029,Flinders University,2024,SA,IRU,2,Commonwealth (own purpose),12454404.0
3029,Flinders University,2024,SA,IRU,2,Commonwealth (other),6928073.0
3029,Flinders University,2024,SA,IRU,2,State/Territory/Local (own purpose),11006956.0
3029,Flinders University,2024,SA,IRU,2,State/Territory/Local (other),1948157.0
3029,Flinders University,2024,SA,IRU,3,Australian for-profit organisations,4768550.0
3029,Flinders University,2024,SA,IRU,3,Australian not-for profit organisations,11265475.0
3029,Flinders University,2024,SA,IRU,3,Australian philanthropy,3180501.0
3029,Flinders University,2024,SA,IRU,3,International for-profit organisations,3392972.0
3029,Flinders University,2024,SA,IRU,3,International not-for profit organisations,1630277.0
3029,Flinders University,2024,SA,IRU,3,International philanthropy,94451.0
3029,Flinders University,2024,SA,IRU,3,International government (own purpose),1169267.0
3029,Flinders University,2024,SA,IRU,3,International government (other),2220654.0
3029,Flinders University,2024,SA,IRU,4,CRC Australian Government Funding,1587729.0
3029,Flinders University,2024,SA,IRU,4,CRC private industry income,604902.0
3029,Flinders University,2024,SA,IRU,4,CRC other income,295649.0
3032,Griffith University,2024,QLD,IRU,1,Commonwealth National Health and Medical Research Council,9699520.0
3032,Griffith University,2024,QLD,IRU,1,Commonwealth Australian Research Council,18855940.0
3032,Griffith University,2024,QLD,IRU,1,Medical Research Future Fund,11837890.0
3032,Griffith University,2024,QLD,IRU,1,Commonwealth Rural R&D,1032851.0
3032,Griffith University,2024,QLD,IRU,1,Commonwealth other,4762597.0
3032,Griffith University,2024,QLD,IRU,1,State/Territory Government,3038921.0
3032,Griffith University,2024,QLD,IRU,1,Other Australian Competitive Grants,2658122.0
3032,Griffith University,2024,QLD,IRU,2,Commonwealth (own purpose),14569093.0
3032,Griffith University,2024,QLD,IRU,2,Commonwealth (other),248984.0
3032,Griffith University,2024,QLD,IRU,2,State/Territory/Local (own purpose),22696536.0
3032,Griffith University,2024,QLD,IRU,2,State/Territory/Local (other),264201.0
3032,Griffith University,2024,QLD,IRU,3,Australian for-profit organisations,9703291.0
3032,Griffith University,2024,QLD,IRU,3,Australian not-for profit organisations,6904496.0
3032,Griffith University,2024,QLD,IRU,3,Australian philanthropy,8763272.0
3032,Griffith University,2024,QLD,IRU,3,International for-profit organisations,2488728.0
3032,Griffith University,2024,QLD,IRU,3,International not-for profit organisations,4956887.0
3032,Griffith University,2024,QLD,IRU,3,International philanthropy,220517.0
3032,Griffith University,2024,QLD,IRU,3,International government (own purpose),2114839.0
3032,Griffith University,2024,QLD,IRU,3,International government (other),1051382.0
3032,Griffith University,2024,QLD,IRU,4,CRC Australian Government Funding,1450670.0
3032,Griffith University,2024,QLD,IRU,4,CRC private industry income,565814.0
3032,Griffith University,2024,QLD,IRU,4,CRC other income,209710.0
1019,James Cook University,2024,QLD,IRU,1,Commonwealth National Health and Medical Research Council,6262117.0
1019,James Cook University,2024,QLD,IRU,1,Commonwealth Australian Research Council,3416145.0
1019,James Cook University,2024,QLD,IRU,1,Medical Research Future Fund,3162021.0
1019,James Cook University,2024,QLD,IRU,1,Commonwealth Rural R&D,0.0
1019,James Cook University,2024,QLD,IRU,1,Commonwealth other,1374709.0
1019,James Cook University,2024,QLD,IRU,1,State/Territory Government,132000.0
1019,James Cook University,2024,QLD,IRU,1,Other Australian Competitive Grants,438512.0
1019,James Cook University,2024,QLD,IRU,2,Commonwealth (own purpose),10443292.0
1019,James Cook University,2024,QLD,IRU,2,Commonwealth (other),3669502.0
1019,James Cook University,2024,QLD,IRU,2,State/Territory/Local (own purpose),6317406.0
1019,James Cook University,2024,QLD,IRU,2,State/Territory/Local (other),503604.0
1019,James Cook University,2024,QLD,IRU,3,Australian for-profit organisations,5083314.0
1019,James Cook University,2024,QLD,IRU,3,Australian not-for profit organisations,8888363.0
1019,James Cook University,2024,QLD,IRU,3,Australian philanthropy,1989475.0
1019,James Cook University,2024,QLD,IRU,3,International for-profit organisations,-655303.0
1019,James Cook University,2024,QLD,IRU,3,International not-for profit organisations,3699667.0
1019,James Cook University,2024,QLD,IRU,3,International philanthropy,592656.0
1019,James Cook University,2024,QLD,IRU,3,International government (own purpose),3145901.0
1019,James Cook University,2024,QLD,IRU,3,International government (other),788316.0
1019,James Cook University,2024,QLD,IRU,4,CRC Australian Government Funding,2188307.0
1019,James Cook University,2024,QLD,IRU,4,CRC private industry income,581839.0
1019,James Cook University,2024,QLD,IRU,4,CRC other income,50000.0
3020,La Trobe University,2024,VIC,IRU,1,Commonwealth National Health and Medical Research Council,12518356.0
3020,La Trobe University,2024,VIC,IRU,1,Commonwealth Australian Research Council,11632006.0
3020,La Trobe University,2024,VIC,IRU,1,Medical Research Future Fund,9817341.0
3020,La Trobe University,2024,VIC,IRU,1,Commonwealth Rural R&D,1642102.0
3020,La Trobe University,2024,VIC,IRU,1,Commonwealth other,1744468.0
3020,La Trobe University,2024,VIC,IRU,1,State/Territory Government,0.0
3020,La Trobe University,2024,VIC,IRU,1,Other Australian Competitive Grants,1098547.0
3020,La Trobe University,2024,VIC,IRU,2,Commonwealth (own purpose),20837669.0
3020,La Trobe University,2024,VIC,IRU,2,Commonwealth (other),528371.0
3020,La Trobe University,2024,VIC,IRU,2,State/Territory/Local (own purpose),19515787.0
3020,La Trobe University,2024,VIC,IRU,2,State/Territory/Local (other),2025339.0
3020,La Trobe University,2024,VIC,IRU,3,Australian for-profit organisations,10647696.0
3020,La Trobe University,2024,VIC,IRU,3,Australian not-for profit organisations,6791338.0
3020,La Trobe University,2024,VIC,IRU,3,Australian philanthropy,8491443.0
3020,La Trobe University,2024,VIC,IRU,3,International for-profit organisations,715576.0
3020,La Trobe University,2024,VIC,IRU,3,International not-for profit organisations,3836904.0
3020,La Trobe University,2024,VIC,IRU,3,International philanthropy,61400.0
3020,La Trobe University,2024,VIC,IRU,3,International government (own purpose),159252.0
3020,La Trobe University,2024,VIC,IRU,3,International government (other),427193.0
3020,La Trobe University,2024,VIC,IRU,4,CRC Australian Government Funding,767684.0
3020,La Trobe University,2024,VIC,IRU,4,CRC private industry income,184980.0
3020,La Trobe University,2024,VIC,IRU,4,CRC other income,588298.0
3025,Macquarie University,2024,NSW,non-aligned,1,Commonwealth National Health and Medical Research Council,15288314.0
3025,Macquarie University,2024,NSW,non-aligned,1,Commonwealth Australian Research Council,20177059.0
3025,Macquarie University,2024,NSW,non-aligned,1,Medical Research Future Fund,11538326.0
3025,Macquarie University,2024,NSW,non-aligned,1,Commonwealth Rural R&D,6913199.0
3025,Macquarie University,2024,NSW,non-aligned,1,Commonwealth other,2450330.0
3025,Macquarie University,2024,NSW,non-aligned,1,State/Territory Government,252882.0
3025,Macquarie University,2024,NSW,non-aligned,1,Other Australian Competitive Grants,3173675.0
3025,Macquarie University,2024,NSW,non-aligned,2,Commonwealth (own purpose),4833315.0
3025,Macquarie University,2024,NSW,non-aligned,2,Commonwealth (other),1045603.0
3025,Macquarie University,2024,NSW,non-aligned,2,State/Territory/Local (own purpose),3820611.0
3025,Macquarie University,2024,NSW,non-aligned,2,State/Territory/Local (other),2539682.0
3025,Macquarie University,2024,NSW,non-aligned,3,Australian for-profit organisations,24021289.0
3025,Macquarie University,2024,NSW,non-aligned,3,Australian not-for profit organisations,7886559.0
3025,Macquarie University,2024,NSW,non-aligned,3,Australian philanthropy,7897898.0
3025,Macquarie University,2024,NSW,non-aligned,3,International for-profit organisations,4349112.0
